"unique_id","COSEWIC common name","COSEWIC population","COSEWIC status","COSEWIC last assessment date","Scientific name","Legal common name","Legal population","Schedule status","Last status change","SARA schedule","Date added","Range","Taxonomic group","Under consideration for","GIC decision","Domain","Estimated re-assessment"
"Onc_ner_Nor","Sockeye Salmon","North Barriere-ES population","Threatened",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","North Barriere-ES population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Nor","Sockeye Salmon","North Barriere-ES population (original)","Extinct",2021-12-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2031-12-01
"Onc_ner_Pit","Sockeye Salmon","Pitt-ES population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Que","Sockeye Salmon","Quesnel-S population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Quesnel-S population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Sak","Sockeye Salmon","Sakinaw population","Endangered",2016-04-29,"Oncorhynchus nerka","Sockeye Salmon","Sakinaw population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2026-04-29
"Onc_ner_Set","Sockeye Salmon","Seton-L population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Seton-L population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Set","Sockeye Salmon","Seton-S population (original)","Extinct",2021-12-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2031-12-01
"Onc_ner_Shu","Sockeye Salmon","Shuswap Complex-L population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Shu","Sockeye Salmon","Shuswap-ES population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Tak","Sockeye Salmon","Takla-Trembleur-EStu population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Takla-Trembleur-EStu population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Tak","Sockeye Salmon","Takla-Trembleur-Stuart-S population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Takla-Trembleur-Stuart-S population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Tas","Sockeye Salmon","Taseko-ES population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Taseko-ES population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Wid","Sockeye Salmon","Widgeon (River-Type) population","Threatened",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Widgeon (River-Type) population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Pol_son_gen","Sonora Skipper","general","Not at Risk",2016-11-27,"Polites sonora","Sonora Skipper",NA,"No Status",2021-08-12,"No schedule",2007-12-13,"British Columbia","Arthropods",NA,"Delisted: Special Concern to not at risk","Terrestrial",2026-11-27
"Can_lup_gen","Southern Grey Wolf","general","Not at Risk",1999-04-01,"Canis lupus nubilus",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Mammals (terrestrial)",NA,NA,"Terrestrial",2009-04-01
"Adi_cap_gen","Southern Maidenhair Fern","general","Endangered",2011-05-06,"Adiantum capillus-veneris","Southern Maidenhair Fern",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2021-05-06
"Sil_spa_gen","Spalding's Campion","general","Endangered",2005-05-05,"Silene spaldingii","Spalding's Campion",NA,"Endangered",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2015-05-05
"Rhi_osc_gen","Speckled Dace","general","Endangered",2016-11-27,"Rhinichthys osculus","Speckled Dace",NA,"Endangered",2009-03-05,"Schedule 1",2009-03-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2026-11-27
"Phy_mac_gen","Sperm Whale","general","Not at Risk",1996-04-01,"Physeter macrocephalus",NA,NA,"No Status",NA,"No schedule",NA,"Atlantic Ocean, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2006-04-01
"Ase_tay_gen","Spinynose Sculpin","general","Data Deficient",1997-04-01,"Asemichthys taylori",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2007-04-01
"Cot_ric_gen","Spoonhead Sculpin","general","Not at Risk",1989-04-01,"Cottus ricei",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Quebec, Saskatchewan, Yukon","Fishes (freshwater)",NA,NA,"Aquatic",1999-04-01
"Eud_mac_gen","Spotted Bat","general","Special Concern",2014-11-28,"Euderma maculatum","Spotted Bat",NA,"Special Concern",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2024-11-28
"Str_occ_gen","Spotted Owl caurina subspecies","general","Endangered",2008-04-25,"Strix occidentalis caurina","Spotted Owl caurina subspecies",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Birds",NA,"Added to list","Terrestrial",2018-04-25
"Onc_myk_Chi","Steelhead Trout","Chilcotin River population","Endangered",2020-11-04,"Oncorhynchus mykiss","Steelhead Trout","Chilcotin River population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2030-11-04
"Onc_myk_Tho","Steelhead Trout","Thompson River population","Endangered",2020-11-04,"Oncorhynchus mykiss","Steelhead Trout","Thompson River population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2030-11-04
"Mes_ste_gen","Stejneger's Beaked Whale","general","Not at Risk",1989-04-01,"Mesoplodon stejneri",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",1999-04-01
"Eum_jub_gen","Steller Sea Lion","general","Special Concern",2013-11-01,"Eumetopias jubatus","Steller Sea Lion",NA,"Special Concern",2005-07-14,"Schedule 1",2005-07-14,"British Columbia, Pacific Ocean","Mammals (marine)",NA,"Added to list","Aquatic",2023-11-01
"Ant_fla_gen","Stoloniferous Pussytoes","general","Endangered",2004-05-01,"Antennaria flagellaris","Stoloniferous Pussytoes",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2014-05-01
"Ere_alp_gen","Streaked Horned Lark","general","Endangered",2018-04-27,"Eremophila alpestris strigata","Streaked Horned Lark",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Birds",NA,"Added to list","Terrestrial",2028-04-27
"Lup_riv_gen","Streambank Lupine","general","Endangered",2002-11-01,"Lupinus rivularis","Streambank Lupine",NA,"Endangered",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2012-11-01
"Ste_coe_gen","Striped Dolphin","general","Not at Risk",1993-04-01,"Stenella coeruleoalba",NA,NA,"No Status",NA,"No schedule",NA,"Atlantic Ocean, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2003-04-01
"Bom_suc_gen","Suckley’s Cuckoo Bumble Bee","general","Threatened",2019-11-29,"Bombus suckleyi","Suckley’s Cuckoo Bumble Bee",NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Arthropods","Addition","Pending","Terrestrial",2029-11-29
"Act_ela_gen","Tall Bugbane","general","Endangered",2018-04-27,"Actaea elata","Tall Bugbane",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2028-04-27
"Psi_ela_gen","Tall Woolly-heads","general","Endangered",2018-04-27,"Psilocarphus elatior","Tall Woolly-heads",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2028-04-27
"Eup_edi_gen","Taylor's Checkerspot","general","Endangered",2011-05-06,"Euphydryas editha taylori","Taylor's Checkerspot",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2021-05-06
"Ver_row_gen","Threaded Vertigo","general","Special Concern",2022-05-11,"Vertigo rowellii","Threaded Vertigo",NA,"Special Concern",2012-06-20,"Schedule 1",2012-06-20,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2032-05-11
"Amb_tig_Sou","Tiger Salamander","Southern Mountain population","Non-active",2012-11-25,"Ambystoma tigrinum","Tiger Salamander","Southern Mountain population","No Status",2018-02-02,"No schedule",2003-06-05,"British Columbia","Amphibians",NA,"Struck - WS reassignment","Terrestrial",2022-11-25
"Cro_ser_gen","Tiny Tassel","general","Special Concern",2014-11-28,"Crossidium seriatum","Tiny Tassel",NA,"Special Concern",2019-02-25,"Schedule 1",2019-02-25,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2024-11-28
"Rot_ram_gen","Toothcup","general","Non-active",2014-11-28,"Rotala ramosior","Toothcup",NA,"No Status",2019-02-25,"No schedule",2003-06-05,"British Columbia, Ontario","Vascular Plants",NA,"Struck - WS reassignment","Terrestrial",2024-11-28
"Rot_ram_Sou","Toothcup","Southern Mountain population","Endangered",2014-11-28,"Rotala ramosior","Toothcup","Southern Mountain population","Endangered",NA,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2024-11-28
"Gal_gal_gen","Tope","general","Special Concern",2021-05-05,"Galeorhinus galeus","Tope",NA,"Special Concern",2009-03-05,"Schedule 1",2009-03-05,"British Columbia, Pacific Ocean","Fishes (marine)",NA,"Added to list","Aquatic",2031-05-05
"Sca_tow_gen","Townsend's Mole","general","Endangered",2014-11-28,"Scapanus townsendii","Townsend's Mole",NA,"Endangered",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2024-11-28
"Coc_tra_gen","Transverse Lady Beetle","general","Special Concern",2016-11-27,"Coccinella transversoguttata","Transverse Lady Beetle",NA,"Special Concern",2021-08-12,"Schedule 1",2021-08-12,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Arthropods",NA,"Added to list","Terrestrial",2026-11-27
"Cyg_buc_gen","Trumpeter Swan","general","Not at Risk",1996-04-01,"Cygnus buccinator",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Northwest Territories, Ontario, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",2006-04-01
"Lew_twe_gen","Tweedy's Lewisia","general","Endangered",2013-11-01,"Lewisiopsis tweedyi","Tweedy's Lewisia",NA,"Endangered",2018-02-02,"Schedule 1",2018-02-02,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2023-11-01
"Syn_lae_gen","Twisted Oak Moss","general","Special Concern",2014-11-28,"Syntrichia laevipila","Twisted Oak Moss",NA,"Special Concern",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2024-11-28
"Rhi_uma_gen","Umatilla Dace","general","Threatened",2010-04-25,"Rhinichthys umatilla","Umatilla Dace",NA,NA,NA,NA,NA,"British Columbia","Fishes (freshwater)",NA,NA,"Aquatic",2020-04-25
"Gas_acu_gen","Unarmoured Threespine Stickleback","general","Endangered",2023-12-01,"Gasterosteus aculeatus","Unarmoured Threespine Stickleback",NA,"Special Concern",NA,"Schedule 1",2019-08-08,"British Columbia","Fishes (freshwater)","Status change","Pending","Aquatic",2033-12-01
"Spi_dil_gen","Ute Ladies’–tresses","general","Endangered",2018-11-01,"Spiranthes diluvialis","Ute Ladies’–tresses",NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants","Addition","Pending","Terrestrial",2028-11-01
"Gas_acu_gen","Vananda Creek Benthic Threespine Stickleback","general","Endangered",2023-12-01,"Gasterosteus aculeatus","Vananda Creek Benthic Threespine Stickleback",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2033-12-01
"Gas_acu_gen","Vananda Creek Limnetic Threespine Stickleback","general","Endangered",2023-12-01,"Gasterosteus aculeatus","Vananda Creek Limnetic Threespine Stickleback",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2033-12-01
"Bid_amp_gen","Vancouver Island Beggarticks","general","Special Concern",2001-11-01,"Bidens amplissima","Vancouver Island Beggarticks",NA,"Special Concern",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2011-11-01
"Mar_van_gen","Vancouver Island Marmot","general","Endangered",2019-05-03,"Marmota vancouverensis","Vancouver Island Marmot",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2029-05-03
"Ste_str_gen","Vancouver Island Shieldback","general","Endangered",2022-05-11,"Steiroxys strepens","Vancouver Island Shieldback",NA,"No Status",NA,"No schedule",NA,"British Columbia","Arthropods","Addition","Pending","Terrestrial",2032-05-11
"Ent_mac_gen","Vancouver Lamprey","general","Threatened",2017-11-01,"Entosphenus macrostomus","Vancouver Lamprey",NA,"Threatened",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2027-11-01
"Cas_vic_gen","Victoria's Owl-clover","general","Endangered",2010-04-25,"Castilleja victoriae","Victoria's Owl-clover",NA,"Endangered",2012-06-20,"Schedule 1",2012-06-20,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2020-04-25
"Arg_viv_gen","Vivid Dancer","general","Special Concern",2015-05-01,"Argia vivida","Vivid Dancer",NA,"Special Concern",2019-02-25,"Schedule 1",2019-02-25,"Alberta, British Columbia","Arthropods",NA,"Added to list","Terrestrial",2025-05-01
"Cic_par_gen","Wallis' Dark Saltflat Tiger Beetle","general","Endangered",2009-11-27,"Cicindela parowana wallisi","Wallis' Dark Saltflat Tiger Beetle",NA,"Endangered",2012-06-20,"Schedule 1",2012-06-20,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2019-11-27
"Ane_vag_gen","Wandering Salamander","general","Special Concern",2014-05-02,"Aneides vagrans","Wandering Salamander",NA,"Special Concern",2018-02-02,"Schedule 1",2018-02-02,"British Columbia","Amphibians",NA,"Added to list","Terrestrial",2024-05-02
"Hem_gla_gen","Warty Jumping-slug","general","Special Concern",2013-05-03,"Hemphillia glandulosa","Warty Jumping-slug",NA,"Special Concern",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2023-05-03
"Ran_ali_gen","Water-plantain Buttercup","general","Endangered",2009-04-26,"Ranunculus alismifolius","Water-plantain Buttercup",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2019-04-26
"Ang_koc_gen","Western Banded Tigersnail","general","Not at Risk",2017-04-28,"Anguispira kochi occidentalis",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Molluscs",NA,NA,"Terrestrial",2027-04-28
"Lam_ric_Mor","Western Brook Lamprey","Morrison Creek population","Endangered",2010-04-25,"Lampetra richardsoni","Western Brook Lamprey","Morrison Creek population","Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2020-04-25
"Bom_occ_gen","Western Bumble Bee mckayi subspecies","general","Special Concern",2014-05-02,"Bombus occidentalis mckayi","Western Bumble Bee mckayi subspecies",NA,"Special Concern",2023-12-08,"Schedule 1",2023-12-08,"British Columbia, Northwest Territories, Yukon","Arthropods",NA,"Added to list","Terrestrial",2024-05-02
"Bom_occ_gen","Western Bumble Bee occidentalis subspecies","general","Threatened",2014-05-02,"Bombus occidentalis occidentalis","Western Bumble Bee occidentalis subspecies",NA,"Threatened",2023-12-08,"Schedule 1",2023-12-08,"Alberta, British Columbia, Saskatchewan","Arthropods",NA,"Added to list","Terrestrial",2024-05-02
"Aec_occ_gen","Western Grebe","general","Special Concern",2014-05-02,"Aechmophorus occidentalis","Western Grebe",NA,"Special Concern",2017-11-02,"Schedule 1",2017-11-02,"Alberta, British Columbia, Manitoba, Saskatchewan","Birds",NA,"Added to list","Terrestrial",2024-05-02
"Rei_meg_gen","Western Harvest Mouse megalotis subspecies","general","Endangered",2019-11-29,"Reithrodontomys megalotis megalotis","Western Harvest Mouse megalotis subspecies",NA,"Special Concern",NA,"Schedule 1",2009-03-05,"British Columbia","Mammals (terrestrial)","Status change","Pending","Terrestrial",2029-11-29
"Chr_pic_Int","Western Painted Turtle","Intermountain - Rocky Mountain population","Special Concern",2016-11-27,"Chrysemys picta bellii","Western Painted Turtle","Intermountain - Rocky Mountain population","Special Concern",2007-12-13,"Schedule 1",2007-12-13,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2026-11-27
"Chr_pic_Pac","Western Painted Turtle","Pacific Coast population","Threatened",2016-11-27,"Chrysemys picta bellii","Western Painted Turtle","Pacific Coast population","Threatened",2021-08-12,"Schedule 1",2007-12-13,"British Columbia","Reptiles",NA,"Downlisted: Endangered to threatened","Terrestrial",2026-11-27
"Cro_ore_gen","Western Rattlesnake","general","Threatened",2015-05-01,"Crotalus oreganus","Western Rattlesnake",NA,"Threatened",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2025-05-01
"Ple_veh_gen","Western Red-backed Salamander","general","Not at Risk",2001-11-01,"Plethodon vehiculum",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Amphibians",NA,NA,"Terrestrial",2011-11-01
"Meg_ken_gen","Western Screech-owl","general","Non-active",2002-05-01,"Megascops kennicottii",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Birds",NA,NA,"Terrestrial",2012-05-01
"Meg_ken_gen","Western Screech-owl kennicottii subspecies","general","Threatened",2012-05-04,"Megascops kennicottii kennicottii","Western Screech-Owl kennicottii subspecies",NA,"Threatened",2017-02-03,"Schedule 1",2005-01-12,"British Columbia","Birds",NA,"Uplisted: Special Concern to threatened","Terrestrial",2022-05-04
"Meg_ken_gen","Western Screech-owl macfarlanei subspecies","general","Threatened",2012-05-04,"Megascops kennicottii macfarlanei","Western Screech-Owl macfarlanei subspecies",NA,"Threatened",2017-02-03,"Schedule 1",2005-01-12,"British Columbia","Birds",NA,"Downlisted: Endangered to threatened","Terrestrial",2022-05-04
"Ple_ski_gen","Western Skink","general","Special Concern",2014-11-28,"Plestiodon skiltonianus","Western Skink",NA,"Special Concern",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2024-11-28
"Amb_mav_Sou","Western Tiger Salamander","Southern Mountain population","Endangered",2012-11-25,"Ambystoma mavortium","Western Tiger Salamander","Southern Mountain population","Endangered",NA,"Schedule 1",2003-06-05,"British Columbia","Amphibians",NA,NA,"Terrestrial",2022-11-25
"Ana_bor_gen","Western Toad","general","Non-active",2012-11-25,"Anaxyrus boreas","Western Toad",NA,"No Status",2018-05-30,"No schedule",2005-01-12,"Alberta, British Columbia, Northwest Territories, Yukon","Amphibians",NA,"Struck - WS reassignment","Terrestrial",2022-11-25
"Ana_bor_Cal","Western Toad","Calling population","Special Concern",2012-11-25,"Anaxyrus boreas","Western Toad","Calling population","Special Concern",NA,"Schedule 1",2005-01-12,"Alberta, British Columbia","Amphibians",NA,NA,"Terrestrial",2022-11-25
"Ana_bor_Non","Western Toad","Non-calling population","Special Concern",2012-11-25,"Anaxyrus boreas","Western Toad","Non-calling population","Special Concern",NA,"Schedule 1",2005-01-12,"Alberta, British Columbia, Northwest Territories, Yukon","Amphibians",NA,NA,"Terrestrial",2022-11-25
"Pel_gow_gen","Western Waterfan","general","Special Concern",2013-11-01,"Peltigera gowardii","Western Waterfan",NA,"Special Concern",2018-02-02,"Schedule 1",2018-02-02,"British Columbia","Lichens",NA,"Added to list","Terrestrial",2023-11-01
"Col_con_gen","Western Yellow-bellied Racer","general","Threatened",2015-11-26,"Coluber constrictor mormon","Western Yellow-bellied Racer",NA,"Threatened",2023-02-03,"Schedule 1",2006-08-15,"British Columbia","Reptiles",NA,"Uplisted: Special Concern to threatened","Terrestrial",2025-11-26
"Onc_cla_Pac","Westslope Cutthroat Trout","Pacific population","Special Concern",2016-11-27,"Oncorhynchus clarkii lewisi","Westslope Cutthroat Trout","Pacific population","Special Concern",2010-02-23,"Schedule 1",2010-02-23,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2026-11-27
"Mec_ore_gen","White Meconella","general","Endangered",2005-05-05,"Meconella oregana","White Meconella",NA,"Endangered",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2015-05-05
"Car_car_Pac","White Shark","Pacific population","Data Deficient",2006-04-29,"Carcharodon carcharias",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2016-04-29
"Aci_tra_gen","White Sturgeon","general","Non-active",2012-11-25,"Acipenser transmontanus","White Sturgeon",NA,"No Status",NA,NA,NA,"British Columbia","Fishes (freshwater)",NA,NA,"Aquatic",2022-11-25
"Aci_tra_gen",NA,"general",NA,NA,"Acipenser transmontanus","White Sturgeon","Kootenay River population","No Status",2019-08-08,"No schedule",2006-08-15,"British Columbia","Fishes (freshwater)",NA,"Struck - WS reassignment","Aquatic",NA
"Aci_tra_gen",NA,"general",NA,NA,"Acipenser transmontanus","White Sturgeon","Lower Fraser River population","No Status",2006-08-15,"No schedule",NA,"British Columbia","Fishes (freshwater)",NA,"Not to list","Aquatic",NA
"Aci_tra_Low","White Sturgeon","Lower Fraser River population","Threatened",2012-11-25,"Acipenser transmontanus","White Sturgeon","Lower Fraser River population","No Status",NA,NA,NA,"British Columbia","Fishes (freshwater)",NA,NA,"Aquatic",2022-11-25
"Aci_tra_gen",NA,"general",NA,NA,"Acipenser transmontanus","White Sturgeon","Middle Fraser River","No Status",2006-08-15,"No schedule",NA,"British Columbia","Fishes (freshwater)",NA,"Not to list","Aquatic",NA
"Aci_tra_gen",NA,"general",NA,NA,"Acipenser transmontanus","White Sturgeon","Nechako River population","Endangered",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",NA
"Aci_tra_Upp","White Sturgeon","Upper Columbia River population","Endangered",2012-11-25,"Acipenser transmontanus","White Sturgeon","Upper Columbia River population","Endangered",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2022-11-25
"Aci_tra_gen",NA,"general",NA,NA,"Acipenser transmontanus","White Sturgeon","Upper Columbia River population","No Status",2019-08-08,"No schedule",2006-08-15,"British Columbia","Fishes (freshwater)",NA,"Struck - WS reassignment","Aquatic",NA
"Aci_tra_Upp","White Sturgeon","Upper Fraser River population","Endangered",2012-11-25,"Acipenser transmontanus","White Sturgeon","Upper Fraser River population","No Status",NA,NA,NA,"British Columbia","Fishes (freshwater)",NA,NA,"Aquatic",2022-11-25
"Aci_tra_gen",NA,"general",NA,NA,"Acipenser transmontanus","White Sturgeon","Upper Fraser River population","Endangered",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",NA
"Aci_tra_Upp","White Sturgeon","Upper Kootenay River population","Endangered",2012-11-25,"Acipenser transmontanus","White Sturgeon","Upper Kootenay River population","Endangered",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2022-11-25
"Dry_alb_gen","White-headed Woodpecker","general","Endangered",2023-05-05,"Dryobates albolarvatus","White-headed Woodpecker",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Birds",NA,"Added to list","Terrestrial",2033-05-05
"Ser_rig_gen","White-top Aster","general","Special Concern",2009-04-26,"Sericocarpus rigidus","White-top Aster",NA,"Special Concern",2011-02-04,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Downlisted: Threatened to special concern","Terrestrial",2019-04-26
"Pin_alb_gen","Whitebark Pine","general","Endangered",2010-04-25,"Pinus albicaulis","Whitebark Pine",NA,"Endangered",2012-06-20,"Schedule 1",2012-06-20,"Alberta, British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2020-04-25
"Sph_thy_gen","Williamson's Sapsucker","general","Endangered",2017-11-01,"Sphyrapicus thyroideus","Williamson's Sapsucker",NA,"Endangered",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Birds",NA,"Added to list","Terrestrial",2027-11-01
"Ana_oce_gen","Wolf-eel","general","Not at Risk",2003-05-01,"Anarrhichthys ocellatus",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2013-05-01
"Gul_gul_gen","Wolverine","general","Special Concern",2014-05-02,"Gulo gulo","Wolverine",NA,"Special Concern",2018-05-30,"Schedule 1",2005-01-12,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2024-05-02
"Gul_gul_ori","Wolverine","original designation","Non-active",1989-04-01,"Gulo gulo",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Mammals (terrestrial)",NA,NA,"Terrestrial",1999-04-01
"Gul_gul_Wes","Wolverine","Western population","Non-active",2014-05-02,"Gulo gulo","Wolverine","Western population","No Status",2005-01-12,"No schedule",NA,"Alberta, British Columbia, Manitoba, Northwest Territories, Nunavut, Ontario, Saskatchewan, Yukon","Mammals (terrestrial)",NA,"Decision deferred further consultations required","Terrestrial",2024-05-02
"Bis_bis_gen","Wood Bison","general","Special Concern",2013-11-01,"Bison bison athabascae","Wood Bison",NA,"Threatened",NA,"Schedule 1",2003-06-05,"Alberta, British Columbia, Manitoba, Northwest Territories, Yukon","Mammals (terrestrial)","Status change","Pending","Terrestrial",2023-11-01
